date,label,bow_vector
2025-12-01 16:47:00,台湾问题,50725:1 3218:4 50835:2 14571:3 17389:1 59482:2 31651:23 2986:21 4583:1 28782:1 8854:3 25851:1 43912:3 32936:1 20414:1 13130:1 4487:1 23348:2 50114:1 16918:3 37109:1 8833:1 3696:1 4944:10 46559:17 39868:1 46648:1 31151:1 53026:3 14892:7 56548:1 29356:1 54178:1 21125:1 36026:2 11035:1 31813:4 35517:1 38688:1 9633:1 27133:1 27996:1 58295:8 13689:2 9120:1 32047:1 30148:2 25030:1 31455:1 51447:1 29710:1 55119:1 4932:1 13714:1 31575:1 59255:1 56913:2 52659:2 45812:4 4456:4 13999:1 170:1 51531:1 30632:1 38668:1 51488:1 33461:2 6418:1 21690:2 27864:2 29844:2 9989:1 53379:1 11171:1 32501:1 47475:2 18810:3 13089:7 14596:1 26382:1 8628:1 52519:1 11040:1 44864:1 12888:1 57977:1 32085:2 27969:1 17474:1 25528:1 42688:1 7257:1 44860:1 53025:1 44196:1 35350:1 9667:1 21657:1 10333:2 33560:1 7743:1 10447:1 45420:1 47152:1 14163:1 32472:1 47534:1 58169:1 3007:1 30109:1 46532:1 27848:3 2129:1 5101:1 36763:1 24968:1 26508:1 23190:6 52430:1 9749:2 45576:1 26087:1 51121:1 52244:1 29787:1 46647:2 28462:1 17278:1 9497:1 54231:2 29163:1 11385:1 42092:2 51176:1 18268:1 1036:1 28437:2 42934:1 3548:1 59467:1 28017:1 55694:1 7195:1 20237:1 16432:1 52259:2 43904:1 56657:1 831:1 40888:1 32060:1 28627:1 49914:1 17626:2 43841:2 22737:1 35578:1 2970:1 36556:1 48034:1 22883:1 11636:1 26593:1 19918:2 45370:1 243:1 38373:1 7677:1 231:1 46954:1 30578:1 33068:1 44886:1 59813:1 48585:1 3224:1 9119:1 29353:1 29985:1 42480:1 12628:1 20221:1 55617:1 11522:1 26073:1 51479:1 3605:1 55332:1 54808:1 26756:1 21211:1 45714:1 13718:1 28373:1 58359:1 813:1 2030:1 58444:1 52722:1 22309:1 32088:1 12491:2 11354:1 50562:1 59132:1 8466:1 34659:1 39855:1 10281:1 33742:6 46947:2 9611:3 56459:1 8272:1 34682:1 24623:1 19818:1 1792:2 17490:1 44783:2 14126:1 47695:1 45270:1 41236:1 4556:1 8665:1 38695:1 15547:1 15369:2 7569:1 48549:1 1405:1 8225:1 10296:1 44865:1 10836:1 54699:1 53390:1 2971:1 48166:1 37200:1 25861:1 54059:1 49140:4 2593:1 16569:1 23574:1 36826:1 36096:1 56808:1 59302:1 19119:1 22941:1 28391:1 16474:1 35913:1 22320:2 709:1 5253:1 15839:1 54076:1 36044:1 2495:1 16036:1 50515:1 1079:1 43499:1 14397:1 39017:1 15305:1 13742:1 23482:1 10410:1 21916:1 49141:1 33741:1 32106:1 27674:1 35623:1 19645:1 53165:1 40898:1 44909:1 54198:1 10340:1 13716:1 45083:1 53790:1 42094:1 42505:1 54249:1 42402:1 11733:1 46984:1
2025-12-01 16:47:00,台湾问题,14566:1 14571:12 17389:4 33333:3 59482:2 31651:11 56418:1 17102:2 2986:5 9700:1 43736:1 28782:1 53991:1 9660:1 5454:1 34626:2 32936:1 20414:1 13130:1 4487:1 44143:1 5748:1 54081:1 47682:2 30137:2 14505:1 27082:1 37005:1 16909:1 30148:1 7570:1 16671:1 56117:2 31455:2 40515:3 51447:3 31798:1 15834:1 9450:1 30074:1 33682:1 50883:1 21301:1 11225:1 35446:1 32602:2 11040:1 24815:1 26561:1 23556:1 26570:1 23707:1 7943:1 13761:1 27600:1 28068:1 17202:1 44086:1 46462:1 37981:1 42490:1 704:1 53653:1 3038:1 17626:1 10375:1 5469:1 8463:1 31940:1 35578:1 50721:1 19994:1 58519:1 56327:1 34698:1 7633:1 7809:1 24932:1 28854:1 57046:1 46005:1 35343:2 40440:2 48054:2 51957:1 51826:1 55881:1 50477:1 8619:1
2025-12-01 15:50:00,台湾问题,50725:3 14566:1 14571:12 17389:4 33333:3 59482:3 31651:14 56418:2 17102:2 2986:5 9700:1 43736:1 28782:1 53991:1 9660:1 5454:1 34626:2 32936:1 20414:1 13130:1 4487:1 44143:1 5748:1 54081:1 47682:2 30137:1 33966:1 31866:2 14505:1 27082:1 20607:1 30134:1 563:1 37005:1 13852:1 16909:1 24536:1 27805:1 30148:1 7570:1 16671:5 56117:1 31455:2 40515:2 51447:2 31798:1 15834:1 9450:1 30074:1 33682:1 50883:1 21301:4 11225:1 35446:1 54943:1 32602:2 11040:1 24815:1 25431:1 26561:1 15623:1 23556:1 26570:1 23707:1 7943:1 43038:1 13761:1 28464:1 27600:1 28068:1 1811:1 17202:1 44086:1 13730:1 46462:1 37981:1 42490:1 704:1 53653:1 3038:1 17626:1 10375:1 5469:1 8463:1 31940:1 35578:1 50721:1 19994:1 58519:1 56327:1 34698:1 7633:1 7809:1 24932:1 28854:1 57046:1 46005:1 35343:1 40440:1 48054:1 51957:1 51826:1 55881:1 50477:1 1984:1 23903:1 58686:1 20636:2 37896:1 17815:1 35796:1 37897:1 54664:1 46414:1 28295:1 36660:1 17504:1 44073:1 38904:1
2025-12-01 15:50:00,台湾问题,50725:1 32947:1 3218:1 14571:8 17389:1 59482:1 31651:14 56418:1 17102:4 43168:1 27846:1 2986:5 13327:2 9700:2 43736:2 14143:1 15804:2 58545:1 13936:1 51691:1 44143:6 28683:1 6896:1 24426:3 37109:1 8833:1 3696:2 4944:1 32685:1 27051:1 30183:1 28773:1 39825:1 20878:1 42215:1 7328:3 27082:3 3216:3 29884:1 47215:1 27170:1 37005:2 35703:1 31670:2 30148:4 31639:8 55119:1 31798:2 15834:2 24081:1 30074:1 33682:1 50883:1 21706:2 29086:1 30620:4 17128:3 56913:1 54420:1 17849:1 5262:1 35446:1 13707:1 30414:1 11836:1 3219:1 7627:1 21331:1 46541:1 21190:1 27848:2 584:1 18017:1 31417:1 55439:1 50982:1 42539:1 39932:1 51523:1 13761:1 26560:1 330:1 27377:1 11336:1 3805:2 18944:2 29163:1 18383:1 48898:1 27838:1 51176:1 16495:1 24913:1 35624:1 7694:1 6363:1 20076:2 49453:2 50994:2 8185:1 56738:1 55774:1 23811:1 47225:1 27314:1 1743:1 13941:2 34220:4 105:1 55240:1 28017:1 55264:6 30612:1 55853:1 15673:1 2268:2 55780:1 45667:1 55247:1 55866:1 29198:1 14336:1 30222:1 186:1 24556:1 17336:1 26459:1 38709:1 33688:1 18881:1 20708:1 54847:1 17202:1 44086:1 33904:1 36544:1 13218:1 42188:1 13730:1 38523:1 46462:1 2248:2 55169:1 34130:1 35264:1 14171:1 29550:1 30609:1 6063:1 37981:1 2768:1 12040:2 7195:1 50995:1 15428:1 29414:1 3681:1 45859:1
2025-12-01 15:49:00,台湾问题,39282:1 50677:1 31651:2 2986:2 47215:1 28304:1 19046:1 5434:1 43841:1 31605:1 22015:1 48791:1 38321:1 19142:1 30798:1
2025-12-01 15:48:00,台湾问题,3218:4 14571:1 31651:9 2986:5 55506:1 9660:3 8854:1 34626:1 48234:2 5748:1 9716:1 27051:1 47682:1 46648:1 24378:3 38226:1 50583:2 42215:1 56548:1 33138:1 39491:2 36060:3 15096:1 21790:1 27133:1 44037:1 2470:1 57708:1 50895:2 40456:1 12450:1 11688:1 38672:1 45812:1 6418:1 27469:1 21690:1 42758:1 9929:4 26352:2 9668:1 39184:1 6637:1 9323:1 55056:1 52337:2 11040:1 17483:2 24811:1 7257:1 2567:1 35038:1 24220:1 20248:1 5113:1 59486:1 22842:1 3223:1 21117:3 58057:1 30344:1 50982:1 32593:1 45190:1 206:1 30180:2 11385:1 42840:1 42174:1 4729:1 46462:1 38210:1 48328:1 28712:1 9735:1 50690:1 54279:1 10858:2 46285:1 47709:1 23024:1 7315:1 12773:1 21408:1 10283:1 5069:1 46133:1 4974:1 20532:1 45901:1 3936:7 38968:4 8705:1 35585:1 30472:1 42951:1 39143:1 40907:1 21653:1 54998:1 5145:1 43396:1 12925:1 35693:1 45040:1 44266:1 27528:1 46182:1 24224:1 39845:1 26308:1 41829:1 35632:1 9728:1 33361:1 1962:1 7119:1
2025-12-01 15:46:00,台湾问题,50725:1 32947:1 3218:1 14571:8 17389:1 59482:1 31651:14 56418:1 17102:4 43168:1 27846:1 2986:5 13327:2 9700:2 43736:2 14143:1 15804:2 58545:1 13936:1 51691:1 44143:6 28683:1 6896:1 24426:3 37109:1 8833:1 3696:2 4944:1 32685:1 27051:1 30183:1 28773:1 39825:1 20878:1 42215:1 7328:3 27082:3 3216:3 29884:1 47215:1 27170:1 37005:2 35703:1 31670:2 30148:4 31639:8 55119:1 31798:2 15834:2 24081:1 30074:1 33682:1 50883:1 21706:2 29086:1 30620:4 17128:3 56913:1 54420:1 17849:1 5262:1 35446:1 13707:1 30414:1 11836:1 3219:1 7627:1 21331:1 46541:1 21190:1 27848:2 584:1 18017:1 31417:1 55439:1 50982:1 42539:1 39932:1 51523:1 13761:1 26560:1 330:1 27377:1 11336:1 3805:2 18944:2 29163:1 18383:1 48898:1 27838:1 51176:1 16495:1 24913:1 35624:1 7694:1 6363:1 20076:2 49453:2 50994:2 8185:1 56738:1 55774:1 23811:1 47225:1 27314:1 1743:1 13941:2 34220:4 105:1 55240:1 28017:1 55264:6 30612:1 55853:1 15673:1 2268:2 55780:1 45667:1 55247:1 55866:1 29198:1 14336:1 30222:1 186:1 24556:1 17336:1 26459:1 38709:1 33688:1 18881:1 20708:1 54847:1 17202:1 44086:1 33904:1 36544:1 13218:1 42188:1 13730:1 38523:1 46462:1 2248:2 55169:1 34130:1 35264:1 14171:1 29550:1 30609:1 6063:1 37981:1 2768:1 12040:1 7195:1 50995:1 15428:1 29414:1 3681:1 45859:1
2025-12-01 14:12:00,台湾问题,14566:1 14571:5 17389:1 59482:1 31651:4 17102:1 2986:4 9700:1 28782:2 53991:1 9660:1 5454:1 34626:2 5748:1 47682:1 16909:1 30148:1 7570:1 16671:2 40515:1 51447:1 31798:1 15834:1 9450:1 21301:1 18129:1 11040:1 28900:1 58578:1 16959:1 44935:1 23556:1 23707:1 7943:1 13761:1 27600:1 37139:1 37981:1 3038:1 19545:1 1782:1 35578:1 56327:1 7633:1 7809:1 55882:1 32290:1 47968:1
2025-12-01 14:09:00,台湾问题,14571:1 31651:2 2986:1 9700:1 34626:2 47682:1 5732:1 16671:1 21301:1 11040:1 23556:1 23707:1 27600:1 55853:1 28854:1
2025-12-01 14:09:00,台湾问题,3218:1 14566:2 14571:7 17389:2 59482:8 31651:5 17102:2 43168:2 2986:5 13327:2 28782:1 53991:1 44143:1 16918:2 50959:1 40650:1 9071:1 24426:1 37109:1 8833:1 3696:1 47550:1 18228:1 30137:1 50098:1 2350:1 31814:2 37631:1 5732:1 9333:1 50794:1 29552:1 50644:1 35664:1 27133:1 24536:1 9910:1 30148:6 16671:1 31455:1 40515:1 51237:1 31798:2 15834:3 30620:1 17128:2 24899:1 21301:1 20074:1 4430:1 11225:1 29333:1 45812:1 170:1 53379:1 33229:1 25566:1 32602:1 11836:1 11040:1 17483:1 12888:1 18138:1 29797:1 27969:1 42688:1 42418:1 4479:1 25826:1 45932:1 5113:1 30344:1 44935:2 42539:1 39951:1 22833:1 29787:1 29413:1 33332:1 41410:1 51830:1 35082:1 49952:2 39055:1 55774:1 36049:1 53116:1 15179:1 28627:1 53432:1 23474:1 53653:1 27669:1 45746:2 8463:1 7633:1 24857:1 28305:1 3827:1 11427:1 54798:1 47149:1 35707:1 29467:1 9617:1 13703:1 47560:1 40439:1 45969:1 27739:1 17691:1 43067:1 52357:1 53680:1 9123:1 30819:1 45767:1 54207:1 20988:1 17893:1 25757:1 56397:1 58321:1 56396:1 49339:1 17785:1 10085:1 33685:1 33012:1 19507:1 36919:1 21045:1 18239:1 43272:1 57256:1 43049:1 37759:1 54007:1 8088:1 39645:1 21681:1 18732:1 27444:1 2143:2 20582:1 1768:2 52369:1 48370:1 29732:1 48140:1 22896:1 43543:1 28892:1 36902:1 7914:1 48139:1 53621:1 21904:1 53513:1 26815:1 33451:1 10431:1 13221:1
2025-12-01 13:33:00,台湾问题,14571:3 31651:3 13141:1 2986:2 9700:1 28782:1 9660:1 34626:3 20414:1 13130:1 4487:1 29256:1 44143:2 28683:1 6896:1 47682:2 3216:1 27710:1 7570:1 16671:1 31639:1 59255:1 21301:1 30139:1 11040:2 42688:1 45420:1 46004:1 21117:1 21099:1 21190:1 27848:1 26570:2 23707:1 27600:1 29461:1 33325:1 666:1 17202:1 28674:1 38210:1 17626:1 27669:1 50721:1 28854:1 57046:1 35343:1 40440:1 48054:1 42151:1 53652:1 21299:1 31795:1 31081:1 1806:1 16680:1 9231:1
2025-12-01 13:32:00,台湾问题,50725:2 59482:1 31651:2 13327:1 28782:1 55506:1 29747:1 29256:1 9111:1 16918:1 54796:1 3216:1 49925:1 21790:1 31670:1 32870:1 16671:1 11688:1 24081:1 21301:1 7627:1 20149:1 31417:1 58722:1 44086:1 27669:1 5984:1 2763:1 5057:1 27847:1 35084:1 48144:1
2025-12-01 13:31:00,台湾问题,14566:1 14571:12 17389:3 33333:2 59482:4 31651:12 56418:1 17102:4 43168:2 2986:6 9700:3 4583:1 43736:1 28782:1 53991:1 9660:1 5454:1 15804:1 34626:2 32936:1 20414:1 13130:1 4487:1 44143:1 5748:1 54081:1 47682:2 30137:1 33966:1 48055:1 7328:1 14505:1 27082:1 37005:1 16909:1 30148:1 7570:1 16671:3 56117:1 31455:1 40515:2 51447:2 31798:1 15834:1 9450:1 30074:1 33682:1 50883:1 21301:3 35475:2 11225:1 31108:1 35446:1 32602:2 11040:1 21331:1 24815:1 26561:1 59486:1 53205:1 27848:1 23556:1 26570:1 23707:1 7943:1 13761:1 26560:1 50808:1 27600:1 28068:1 26198:1 17202:1 44086:1 36544:1 13730:1 46462:1 37981:1 42490:1 704:2 53653:1 3038:1 17626:1 10375:1 5469:1 8463:1 31940:1 35578:1 50721:1 19994:1 58519:1 56327:1 34698:1 7633:1 7809:1 24932:1 28854:1 57046:1 46005:1 35343:1 40440:1 48054:1 51957:1 51826:1 55881:1 50477:1 55884:1 1984:1 48768:1 30364:1 31337:1 36630:1 40786:1
2025-12-01 13:31:00,台湾问题,14566:1 14571:12 17389:3 33333:2 59482:4 31651:13 56418:1 17102:4 43168:2 2986:5 9700:3 4583:1 43736:1 28782:1 53991:1 9660:1 5454:1 15804:1 34626:2 32936:1 20414:1 13130:1 4487:1 44143:1 5748:1 54081:1 47682:2 30137:1 48055:1 7328:1 14505:1 27082:1 37005:1 16909:1 30148:1 7570:1 16671:4 56117:1 31455:1 40515:2 51447:2 31798:1 15834:1 9450:1 30074:1 33682:1 50883:1 21301:4 35475:2 11225:1 35446:1 32602:2 11040:1 21331:1 24815:1 26561:1 59486:1 53205:1 27848:1 23556:1 26570:1 23707:1 7943:1 13761:1 26560:1 50808:1 27600:1 28068:1 26198:1 17202:1 44086:1 36544:1 13730:1 46462:1 37981:1 42490:1 704:2 53653:1 3038:1 17626:1 10375:1 5469:1 8463:1 31940:1 35578:1 50721:1 19994:1 58519:1 56327:1 34698:1 7633:1 7809:1 24932:1 28854:1 57046:1 46005:1 35343:1 40440:1 48054:1 51957:1 51826:1 55881:1 50477:1 55884:1 1984:1 48768:1 30364:1 31337:1 36630:1 40786:1
2025-12-01 13:30:00,台湾问题,14571:1 59482:1 54796:1 704:1
2025-12-01 13:27:00,台湾问题,50725:2 14566:1 14571:1 59482:6 31651:12 13141:2 53993:1 56418:3 2986:2 9700:2 446:1 17812:1 9660:2 15804:1 45241:1 34626:3 13936:1 29256:2 58750:1 24426:1 37109:1 8833:1 4944:1 46559:1 27051:1 3775:1 443:2 30338:1 10859:1 38226:1 31814:1 54143:1 28218:1 42215:1 29264:1 14892:1 23412:1 48008:1 24134:1 120:1 3216:1 50794:1 27710:2 37036:1 51142:1 27133:1 9438:1 13689:1 31492:1 14672:2 50895:1 30148:3 16671:1 51447:1 11688:1 24081:1 13714:1 21301:1 20074:1 56913:1 39417:1 34699:1 33257:1 27173:1 51242:1 14596:1 11836:1 11040:2 35323:1 21331:1 27969:1 44860:1 28900:2 9954:1 33348:1 53683:1 45420:1 16959:1 52552:2 45761:1 53867:1 41538:1 52321:1 45461:1 23424:1 58057:1 584:2 39040:1 13819:1 7331:1 24826:1 29787:1 29413:1 29461:1 46458:2 5941:1 11119:1 4729:1 26459:1 55169:1 33865:1 38176:1 38210:1 20520:1 21721:1 17626:1 27669:1 35578:1 7633:1 55881:1 50477:1 11135:1 44496:1 21669:1 27614:1 5913:1 10703:1 35731:4 9617:1 38042:2 15412:1 17100:1 2763:1 12773:1 52912:1 51745:2 29298:1 6060:1 5057:1 13505:1 28521:1 33959:1 21035:1 22776:1 57050:1 11919:1 30030:1 50581:1 39996:2 26756:1 14041:1 11617:1 47984:1 5519:1 23472:1 36867:1 41157:1 7666:1 48386:1 31445:1 57531:1 54832:1 35415:1 24082:1 29732:1 27675:1 35355:1 17720:1 52364:1 17665:1 31585:1 35617:1 20948:1 38504:1 16277:1 30230:1 58384:1 46294:1 55304:1 31427:1 46570:1 34083:1 49302:1
2025-12-01 12:08:00,台湾问题,14571:1 31095:3 39868:1 10520:1 46377:1 56344:1 51110:1 21236:1 29504:3 52052:1
2025-12-01 11:12:00,台湾问题,50835:1 14571:1 59482:2 31651:3 17102:1 2986:7 13327:1 46559:2 26883:1 14892:1 44982:1 18426:1 23254:1 47961:1 30148:1 21690:1 29844:1 35446:1 20535:1 11040:1 14163:1 22031:1 36982:2 33195:2 58777:1 23190:1 36794:1 59115:1 46106:1 26560:1 46178:1 20781:1 16839:1 51110:1 2435:1 13344:1 55853:1 11699:1 7212:1 49978:1 1044:1 7809:1 53894:1 9119:1 45849:1 26927:1 27592:1 2030:1 34441:1 19955:1 54099:1 16199:1 51863:1 24209:1 45936:1 8259:1 60254:1 38028:1 50404:1 46011:1
2025-12-01 11:11:00,台湾问题,14571:4 17389:1 33333:1 59482:3 31651:3 28782:1 9660:1 15804:1 32936:1 20414:1 13130:1 4487:1 32685:1 31814:1 27710:1 20081:1 16671:1 58139:1 31403:1 31798:1 15834:1 21301:1 53144:1 32602:1 35323:1 45880:1 29211:1 704:1 45746:1 40440:1 48054:1 29467:1 56339:1 39074:1 39991:1 9220:1 16153:1 57418:1 9539:1
2025-12-01 11:07:00,台湾问题,14571:1 59482:1 31651:5 31095:1 30137:2 12020:1 16671:2 21301:1 31977:1 9711:1 5469:2 35343:2 40440:1 48054:1 52708:1 31570:1 1984:1 17073:1 14912:1 48874:1 27353:1 12982:1
2025-12-01 11:05:00,台湾问题,59010:1 3218:1 39282:1 50677:1 50835:1 14571:2 17389:1 59482:6 31651:20 26592:1 17102:1 2986:6 13327:1 28782:2 53991:1 4453:1 6412:1 29256:1 44143:1 58750:1 25093:1 16918:1 46559:2 7370:1 11614:1 11785:1 26883:1 8645:1 27718:1 2377:3 54796:1 32607:1 42215:1 30917:1 13811:1 39491:2 36026:1 24110:1 2523:1 25217:2 305:1 26339:7 45971:1 30134:4 3216:4 50812:2 24076:1 27535:2 37005:1 27996:1 58295:3 12204:1 23254:2 24536:1 13689:1 9120:1 57451:1 31492:1 9910:1 30148:5 31498:1 43097:1 13714:1 21706:2 37832:1 4430:1 996:1 37328:1 36831:1 27469:1 27864:1 54487:1 50559:1 11640:1 53379:1 35446:1 19074:1 31136:1 32501:1 9929:1 16560:1 42111:1 6899:1 18810:2 28172:1 25384:1 14090:2 18138:1 47254:1 21657:2 58180:1 13262:2 10580:1 36697:1 32658:1 7403:2 45813:1 48832:1 25431:4 36982:1 11175:2 36238:1 2164:4 27672:1 36093:2 6286:2 7208:1 58777:1 27848:1 9504:1 18380:1 52133:1 5101:1 33418:1 19838:1 41045:1 44712:1 55705:1 28733:1 32984:1 1486:2 26087:1 51523:1 13441:2 54034:2 48044:3 17508:4 5941:1 19848:1 16495:2 18268:1 41997:1 19695:1 15931:1 34679:1 45867:3 18628:1 36118:1 31185:1 6471:1 20593:1 27376:2 17626:1 29637:1 7558:1 37:1 47833:1 54999:2 24388:1 13382:1 45480:1 27614:1 5913:1 22777:1 53894:1 314:1 38861:1 1955:1 11606:2 24800:1 32609:1 15412:1 31605:1 54255:3 52251:1 1270:1 10160:1 23733:2 8250:1 9119:1 54506:1 44992:1 45797:2 37381:1 16821:1 26689:1 52351:2 7458:1 32592:1 7658:1 28494:1 41060:1 26031:1 100:1 46340:1 31679:1 17903:1 28624:1 16910:1 43497:1 15305:1 5145:1 13799:1 30160:1 33555:2 60220:1 6236:1 56820:1 57029:1 7433:1 8986:1 30665:1 39906:1 27393:1 16945:1 32417:1 11446:1 8582:1 41530:6 37411:5 41560:2 847:1 35848:1 184:1 13309:2 11819:2 17678:1 13850:1 42376:1 32895:1 32582:1 49089:1 16214:1 7961:1 9155:1 37461:1 24748:1 18154:1 46112:1 23425:1 11243:1 1437:4 52066:4 29836:1 21953:1 58884:1 6541:1 60122:2 44775:1 37378:1 16659:1 6247:1 10304:1 50449:1 18905:1 30831:1 18373:2 25435:1 17356:1 109:1 50073:1 18371:1 34787:1 47461:1 27841:1 57660:1 5089:1 7851:1
2025-12-01 11:04:00,台湾问题,50725:2 39282:1 59482:2 2986:2 28782:1 13936:1 50549:1 3696:2 10859:1 120:1 3216:1 7327:1 58578:1 51849:1 2772:1 7322:1 57643:1 38051:1
2025-12-01 11:02:00,台湾问题,14571:1 59482:1 704:1
2025-12-01 11:00:00,台湾问题,39282:1 14571:1 59482:1 31651:4 50549:1 30137:1 16671:3 21301:2 5469:1 35343:1 40440:1 48054:1 1984:1 57643:1 38051:1
2025-12-01 11:00:00,台湾问题,50725:3 3218:1 39282:1 50835:1 14566:1 14571:6 17389:2 33333:1 59482:3 31651:5 13141:2 53993:1 56418:1 17102:5 43168:4 2986:7 13327:2 1695:1 699:1 9700:1 43736:2 9934:1 9660:2 18485:1 15759:1 34626:1 2354:1 32936:1 20414:1 13130:1 4487:1 29256:1 44143:1 27799:1 16918:1 9071:1 5748:2 25082:1 24426:1 37109:1 8833:1 3696:2 32685:1 54081:1 30183:1 28773:2 9180:1 10859:1 31814:3 42215:2 14892:1 52859:1 58580:1 54178:2 36026:1 27082:2 3216:3 50794:1 35517:1 47215:2 37036:2 50859:1 48344:1 44037:1 37005:1 45047:1 24536:2 13689:1 53496:1 31492:1 31670:1 57708:1 47961:1 14672:1 30148:1 40515:2 31639:2 58139:1 31403:1 31798:1 15834:1 43097:1 24081:1 7327:2 30620:2 58577:2 20074:1 6532:1 45812:2 28943:1 31239:1 29331:1 32501:1 6899:1 32602:1 28900:1 58578:1 9954:1 21657:1 10333:1 10620:1 46186:1 16959:1 52321:1 27848:1 584:1 42539:1 26570:1 36209:1 45576:1 28057:1 57707:1 43038:1 46106:1 22441:2 8877:1 29461:1 27838:1 16495:1 51830:1 18268:1 37841:1 35082:1 49952:2 39055:1 55853:1 17202:1 42188:1 831:1 1782:1 17626:1 27669:1 45746:1 47419:1 7809:1 11135:1 58670:1 47405:1 45247:1 56205:1 56391:1 21204:1 55480:1 9970:2 29467:1 9617:1 17624:1 2763:2 39699:1 6060:1 52139:1 40439:1 54506:1 16764:1 29254:1 2780:1 53887:1 47538:1 50646:1 30181:1 16821:1 8406:1 54662:1 34139:1 20988:1 44119:1 1786:1 8623:1 33072:1 23073:1 31584:1 17625:1 18508:1 887:1 33609:1 34441:1 46918:1 1696:1 13711:1 32597:1 11243:1 42133:1 50427:1 48208:1 47239:1 42317:1 54675:1 48306:1 57832:1 45826:1 37471:1 50179:1 6397:1 45801:1 16210:1 31241:1 45862:1 31347:1 55089:1 45455:1 2750:1 8852:1 29495:1 25381:1 18703:1
